N155,N158,N159,N161,N166,N167,N188,N203,N225,N229,N232,N234,N257,N260,N267,N289,N315,N326,N351,N360,N368,N370,N381,N383,N388,N390,N402,N404,N429,N430,N512,N514,N515,N516,N517,N520,N522,N523,N524,N525,N543,N554,N574,N575,N584,N585,N591,N594,N620,N621,N622,N623,N624,N625,N645,N647,N650,N651,N654,N661,N662,was_fraud,nivel_de_voltaje_34.5 kV-Y,actividad_economica_Actividades inmobiliarias,"actividad_economica_Actividades profesionales, científicas y técnicas",actividad_economica_Comercio al por mayor y al por menor,actividad_economica_Industrias Manufactureras,actividad_economica_Otras,provincia_CARTAGO,provincia_HEREDIA,provincia_SAN JOSÉ,area_riesgo_ZONA PELIGROSA,tipo_cliente_NATURAL,tarifa_INDUSTRIA Y COMERCIO,tarifa_TARIFA INDUSTRIAL 
3.0,0.0157817277,0.0002059263,548.0833333333,0.9793036672,0.9793036672,212.4766666667,21.0,1072.0,13.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0335622561,0.9811162072,4.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040238059,0.0,0.0,0.0,0.0,-0.0086018044,0.0,-0.0162060323,1.0,1.0,1.0,1.0,1.0,1.0,0.0022871546,0.0007041168,0.0009670095,0.0008241819,482.0,0.0,27.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0078856218,0.0034168018,381.9166666667,-0.6371084761,-0.6371084761,293.7766666667,0.0,871.0,45.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0338836975,0.9999994183,4.0,4.0,0.0,0.0,3.0,6.0,3.0,4.0,0.0,3.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034231529,0.0,0.0,0.0,0.0,-0.0081933614,0.0,-0.0131261064,1.0,1.0,1.0,1.0,1.0,1.0,-0.0001683314,-5.44261e-05,0.0002195914,-0.0001552961,144.0,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,1,0,0
0.0,-0.0106840178,0.000656121,182.5,0.6966965285,0.6966965285,183.484,0.0,245.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0042708413,0.0407757106,4.0,4.0,0.0,3.0,4.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002200991,0.0,0.0,4.0,0.0,-0.0034606698,0.0,-0.007439219,1.0,1.0,1.0,1.0,1.0,1.0,-0.0002484073,0.0002731307,6.89865e-05,0.0002938815,0.0,0.0,14.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0041994674,-0.0006421022,209.0,0.3204951324,0.4486242861,213.335,0.0,362.0,22.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0037636356,0.0600674952,4.0,0.0,0.0,4.0,4.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,103.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0012674751,0.0,1.0,7.0,0.0,0.0016332623,0.0,0.0104485671,1.0,1.0,1.0,1.0,1.0,1.0,0.0012772371,0.0003725353,0.0007351646,0.0004932622,24.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0082188219,0.0039478077,261.3333333333,0.6841122887,0.6841122887,904.1266666667,0.0,1045.0,56.0,0.0,3.0,0.0,0.0,4.0,0.0,0.006746224,0.0396405497,4.0,4.0,0.0,2.0,3.0,6.0,6.0,4.0,0.0,3.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022513748,0.0,1.0,0.0,0.0,-0.0055223633,0.0,-0.0071883268,1.0,1.0,1.0,1.0,1.0,1.0,-0.0022913275,-0.0008997616,-0.0009971015,-0.000971833,396.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,1,1,0
0.0,0.0139821324,0.0076342533,202.5,0.3436721545,0.3543587828,206.1616666667,0.0,660.0,18.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.000335199,0.0006164621,4.0,4.0,0.0,1.0,1.0,6.0,1.0,4.0,0.0,3.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012022235,0.0,0.0,0.0,0.0,-0.0057457519,0.0,-0.0155688106,1.0,1.0,1.0,1.0,1.0,1.0,0.0017995529,0.0006091686,0.0008886649,0.0006254004,4.0,0.0,34.0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0171550682,0.0023039856,12873.3333333333,0.8735584033,0.8735584033,1166.95,0.0,36960.0,11.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0335654249,0.9813014766,4.0,4.0,0.0,0.0,4.0,6.0,11.0,4.0,0.0,3.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030116743,0.0,0.0,0.0,0.0,0.0034070443,0.0,-0.0030734909,1.0,1.0,1.0,1.0,1.0,1.0,-0.0004311874,-0.0009786307,-0.0011146012,-0.0010376035,11600.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,-0.0079394973,-0.0065495504,4451.6666666667,0.5793937562,0.5793937562,1390.26,0.0,12720.0,6.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0126857024,0.2382793136,4.0,0.0,0.0,0.0,1.0,6.0,7.0,4.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.002416434,0.0,0.0,0.0,0.0,-0.0002552816,0.0,0.0084745941,1.0,1.0,1.0,1.0,1.0,1.0,0.000802488,-0.0007227559,-0.0007942021,-0.0006801689,9480.0,0.0,42.0,1.0,1,0,0,0,1,0,0,1,0,0,0,1,0
0.0,-0.0122136997,-0.0005920766,155.4166666667,0.1251133032,0.1251133032,213.92,0.0,1190.0,32.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0013609189,0.00414037,4.0,4.0,0.0,1.0,1.0,6.0,1.0,4.0,0.0,3.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026439642,0.0,0.0,3.0,0.0,-0.0068248972,0.0,-0.0112631517,1.0,1.0,1.0,1.0,1.0,1.0,-0.0019223087,-8.86337e-05,-0.0019223087,-0.0016697063,502.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0119790633,-0.0001661937,209.0,1.0,1.0,290.2666666667,0.0,1574.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,-0.0098683805,0.2035669714,4.0,4.0,0.0,2.0,3.0,6.0,3.0,4.0,0.0,2.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000760844,0.0,0.0,0.0,0.0,0.0026709565,0.0,0.0049413883,1.0,1.0,1.0,1.0,1.0,1.0,0.0004833824,-0.0008393428,-0.0010115401,-0.0008833222,212.0,0.0,10.0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0072105124,0.0059877358,376.25,0.5927811642,0.5927811642,1152.968,0.0,956.0,90.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0023480337,0.0123248974,4.0,4.0,0.0,0.0,3.0,6.0,3.0,4.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0038611427,0.0,0.0,0.0,0.0,0.0038078663,0.0,0.017359924,1.0,1.0,1.0,1.0,1.0,1.0,-0.0011290362,-0.0008930161,-0.0012355715,-0.0009017625,410.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.0,0.0108660529,0.0058239238,1659.75,-0.0067108575,-0.0067108575,1369.39,0.0,3447.0,83.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0063060633,0.1260026002,4.0,4.0,0.0,4.0,5.0,6.0,7.0,4.0,0.0,1.0,0.0,0.0,102.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.001890743,0.0,0.0,0.0,0.0,0.0007556117,17.0,-0.0051759669,1.0,1.0,1.0,1.0,1.0,1.0,-0.0007634188,-0.0009381357,-0.0010921366,-0.0009688591,1644.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,1,1,0
0.0,-0.0123386017,-0.0046422877,2966.6666666667,-0.0466796748,-0.3733749325,1671.27,0.0,9440.0,29.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0078611564,0.2620579025,4.0,4.0,0.0,0.0,3.0,6.0,3.0,4.0,0.0,3.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036910779,0.0,0.0,0.0,0.0,-0.006028421,3.0,-0.0119432522,1.0,1.0,1.0,1.0,1.0,1.0,-0.0014576903,-0.000592277,-0.0002310762,-0.000659383,4680.0,0.0,48.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.0,0.0010858985,-0.0025010864,235.1666666667,0.5941421264,0.9097110991,207.3116666667,102.0,614.0,17.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0016010884,0.0216659989,4.0,4.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,3.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033806245,0.0,0.0,0.0,0.0,0.005988618,0.0,0.011423629,1.0,1.0,1.0,1.0,1.0,1.0,-0.0011824166,0.0006494414,0.0010305484,0.0006333514,28.0,0.0,18.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0110536604,0.0039847165,174.1666666667,0.6588330731,0.1266743967,238.4933333333,0.0,534.0,3.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0095376676,0.6278044058,4.0,4.0,0.0,3.0,4.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012025646,0.0,0.0,0.0,0.0,-0.0073599551,0.0,-0.0072296744,1.0,1.0,1.0,1.0,1.0,1.0,-0.0010123541,-3.5605e-05,0.0007243189,-3.50817e-05,139.0,0.0,4.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0031446219,0.0021487686,820.8333333333,0.1170282202,-0.0598372902,785.7716666667,0.0,4275.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0064326342,0.2270276463,4.0,4.0,0.0,1.0,2.0,6.0,8.0,4.0,0.0,2.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001915944,0.0,0.0,0.0,0.0,-0.0025152428,2.0,-0.0113979949,1.0,1.0,1.0,1.0,1.0,1.0,0.0009558906,-0.0002502166,0.0005411705,-3.90219e-05,1718.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0
0.0,-0.0098264739,-0.0011738298,1386.6666666667,0.2107219311,-0.9275532694,1422.155,0.0,14200.0,20.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0052073878,0.187145692,4.0,0.0,0.0,4.0,1.0,6.0,1.0,4.0,0.0,3.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030024495,0.0,0.0,0.0,0.0,0.0006084299,1.0,-0.0131636223,1.0,1.0,1.0,1.0,1.0,1.0,0.0012826649,-0.0014572468,-0.0010595775,-0.002282238,4120.0,0.0,21.0,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0
