N155,N158,N159,N161,N166,N167,N188,N203,N225,N229,N232,N234,N257,N260,N267,N289,N315,N326,N351,N360,N368,N370,N381,N383,N388,N390,N402,N404,N429,N430,N512,N514,N515,N516,N517,N520,N522,N523,N524,N525,N543,N554,N574,N575,N584,N585,N591,N594,N620,N621,N622,N623,N624,N625,N645,N647,N650,N651,N654,N661,N662,was_fraud,nivel_de_voltaje_34.5 kV-Y,actividad_economica_Actividades inmobiliarias,"actividad_economica_Actividades profesionales, científicas y técnicas",actividad_economica_Comercio al por mayor y al por menor,actividad_economica_Industrias Manufactureras,actividad_economica_Otras,provincia_CARTAGO,provincia_HEREDIA,provincia_SAN JOSÉ,area_riesgo_ZONA PELIGROSA,tipo_cliente_NATURAL,tarifa_INDUSTRIA Y COMERCIO,tarifa_TARIFA INDUSTRIAL 
1.0,-0.0068498024,-0.0069648306,446.4166666667,-0.6370908617,0.2581997403,201.8666666667,23.0,857.0,6.0,0.0,3.0,0.0,0.0,5.0,0.0,0.005877469,0.4155751764,4.0,4.0,0.0,4.0,5.0,6.0,7.0,4.0,0.0,3.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033657283,0.0,0.0,0.0,0.0,0.0084742245,0.0,0.016139471,1.0,1.0,1.0,1.0,1.0,1.0,0.0018928928,0.0007462046,0.0008265386,0.0007839365,499.0,0.0,30.0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,30.0,0.21256054894999998,0.2819805808,195.184,33.0,1205.0,16.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0005877403,0.0038595365,4.0,4.0,0.0,1.0,2.0,6.0,2.0,4.0,0.0,2.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030003661,0.0,0.0,0.0,0.0,-0.0028059958,0.0,-0.0169314139,1.0,1.0,1.0,1.0,1.0,1.0,-0.0004476311,4.74965e-05,0.0005342862,2.30772e-05,211.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0028116546,0.0038699297,598.0,-0.3218808849,-0.3718163654,880.9916666667,86.0,1020.0,75.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0024210735,0.0704345031,4.0,4.0,0.0,2.0,2.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013440202,0.0,1.0,0.0,0.0,-0.0067536369,0.0,-0.015018568,1.0,1.0,1.0,1.0,1.0,1.0,-0.0010631033,0.0003757167,0.0009446491,0.0005082175,574.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,-0.0057862523,-0.0061441879,623.3333333333,-0.3491598012,-0.1621458657,1023.475,72.0,957.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0036644006,0.1615380399,4.0,4.0,0.0,4.0,5.0,6.0,5.0,4.0,0.0,3.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024503283,0.0,0.0,0.0,0.0,-0.0057179468,0.0,0.002185365,1.0,1.0,1.0,1.0,1.0,1.0,0.0027068525,0.0005398672,0.0006098117,0.0004949649,368.0,1.0,104.0,1.0,1,0,0,1,0,0,0,0,1,0,1,1,0
0.0,0.0116130557,0.0043286383,83.5,-0.3503933614,-0.3620841174,1019.3,0.0,356.0,107.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0019614955,0.046232157,4.0,4.0,0.0,0.0,4.0,6.0,6.0,4.0,0.0,2.0,0.0,0.0,112.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0011325345,0.0,0.0,0.0,0.0,0.0023532521,0.0,4.91766e-05,1.0,1.0,1.0,1.0,1.0,1.0,-0.0012719944,-0.000680688,-0.001047559,-0.0006836505,105.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.0,-0.0119873756,-0.004628046,67.5,0.0853620809,-0.030600583,1019.3883333333,0.0,340.0,31.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0019617212,0.0462427952,4.0,4.0,0.0,1.0,1.0,6.0,1.0,4.0,0.0,2.0,0.0,0.0,112.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0004347118,0.0,0.0,0.0,0.0,0.0044276957,0.0,0.0068177745,1.0,1.0,1.0,1.0,1.0,1.0,-0.0011023494,-0.000763,-0.0009441902,-0.0008373316,124.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.0,0.0125773601,0.0059479777,136.3333333333,-0.1863532311,-0.4635174043,271.9366666667,0.0,795.0,29.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0019525575,0.0460647905,4.0,4.0,0.0,0.0,4.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023995495,0.0,0.0,0.0,0.0,-0.0012385673,0.0,0.0102135729,1.0,1.0,1.0,1.0,1.0,1.0,0.0013639758,-0.0005436541,-0.0002010531,-0.0005186653,90.0,0.0,32.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0065121873,0.0050639855,210.8333333333,0.0505192956,0.4531262234,241.08,0.0,1000.0,29.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0038189411,0.1775476343,4.0,4.0,0.0,2.0,5.0,6.0,11.0,4.0,0.0,3.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025050989,0.0,0.0,0.0,0.0,-0.0014766417,0.0,-0.0087535907,1.0,1.0,1.0,1.0,1.0,1.0,0.0008722903,-0.0006061465,-0.000320361,-0.0006512671,508.0,0.0,33.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.003253891,0.0007229487,162.0,-0.6841260431,-0.3828225841,261.935,0.0,1093.0,30.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0008899228,0.0095689905,4.0,4.0,0.0,4.0,2.0,6.0,7.0,4.0,0.0,2.0,0.0,0.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0031556674,0.0,0.0,0.0,0.0,-0.0002779497,0.0,-0.0056626966,1.0,1.0,1.0,1.0,1.0,1.0,7.36126e-05,-0.0007632379,-0.000766983,-0.0007761537,81.0,0.0,38.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,30.0,0.21256054894999998,0.2819805808,204.756,0.0,44.0,33.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0006216755,0.0050875371,3.0,3.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002608355,0.0,0.0,0.0,0.0,0.0285361943,0.0,0.0285361943,1.0,1.0,1.0,1.0,1.0,1.0,0.0285361943,-0.000549247,-1.71743e-05,0.0004154587,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,1,0,0
0.0,0.0110469706,-0.0068665111,51.5454545455,0.0740955124,-0.7228196688,235.216,0.0,869.0,59.0,0.0,2.0,0.0,0.0,5.0,0.0,-0.0037942647,0.1608493843,4.0,4.0,0.0,0.0,4.0,6.0,7.0,4.0,0.0,2.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028163239,0.0,0.0,0.0,0.0,0.007385726,0.0,0.0101526901,1.0,1.0,1.0,1.0,1.0,1.0,-0.0022174167,-0.000677484,-0.0007782653,-0.0007320729,108.0,0.0,72.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0139237526,-0.0039508192,38.8333333333,0.235993795,0.273836384,1019.3983333333,0.0,164.0,103.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0019618731,0.0462499573,4.0,4.0,0.0,4.0,5.0,6.0,5.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010731384,0.0,0.0,0.0,0.0,-0.0027359119,0.0,-0.0112386113,1.0,1.0,1.0,1.0,1.0,1.0,-0.0012205664,-0.0006739103,-0.0009990214,-0.0007290876,11.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,1,1,0
0.0,0.009118195,0.0041401087,139.6363636364,0.461455809,0.987436272,217.884,0.0,1141.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0042990684,0.2432925333,4.0,4.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,3.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001483112,0.0,0.0,0.0,0.0,-0.002288121,0.0,0.0154213816,1.0,1.0,1.0,1.0,1.0,1.0,0.0009823438,-0.0001019622,0.0004322513,-8.1962e-05,211.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.000900483,-0.0074287556,695.5833333333,0.0965061717,0.1620340036,749.56,0.0,2815.0,107.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0021653665,0.0563420067,4.0,4.0,0.0,3.0,3.0,6.0,10.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018802693,0.0,0.0,0.0,0.0,-0.0028730159,0.0,-0.0041481099,1.0,1.0,1.0,1.0,1.0,1.0,-0.0015346536,-0.0005885576,-0.0008630543,-0.0007138096,1297.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0
0.0,-0.012896345,-0.0064181977,128.6666666667,-0.3892070183,-0.1869402055,354.235,0.0,1274.0,4.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0057965092,0.403740722,4.0,4.0,0.0,4.0,4.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003213405,0.0,0.0,0.0,0.0,0.0039360984,0.0,-0.0045927081,1.0,1.0,1.0,1.0,1.0,1.0,2.22355e-05,-0.0003361359,-0.0005705679,-0.0002929877,107.0,0.0,9.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0125286283,0.0054078088,101.5,-0.3328482407,-0.396647082,233.3716666667,0.0,460.0,97.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0033757222,0.1387274413,4.0,0.0,0.0,0.0,5.0,6.0,7.0,4.0,0.0,3.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002760194,0.0,0.0,0.0,0.0,0.0006158666,0.0,0.0133104621,1.0,1.0,1.0,1.0,1.0,1.0,-0.0014260522,-0.0002105337,-0.0009021092,-0.0002629193,20.0,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,1,0,0
0.0,-0.0033248192,0.0029825264,86.75,0.365742722,0.5682238192,180.1366666667,0.0,338.0,58.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0033886881,0.1387473268,4.0,4.0,0.0,1.0,2.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011854721,0.0,0.0,0.0,0.0,-0.0032233543,0.0,-0.0140310481,1.0,1.0,1.0,1.0,1.0,1.0,-0.0020982065,-0.0004184549,-4.89694e-05,-0.0004330819,216.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0110328822,-0.0043604284,194.9166666667,0.4641776429,0.0454140002,255.7733333333,0.0,1369.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0027092488,0.0886868475,4.0,4.0,0.0,1.0,1.0,6.0,11.0,4.0,0.0,2.0,0.0,0.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0009689972,0.0,0.0,0.0,0.0,-0.0060661827,0.0,-0.0112864595,1.0,1.0,1.0,1.0,1.0,1.0,0.0012614945,0.0001046791,0.0002295018,0.0001009148,319.0,0.0,8.0,1.0,1,0,0,0,0,1,0,1,0,0,1,0,0
24.0,0.0018873116,0.0018278597,32.9166666667,-0.291415549,-0.1319394324,199.0983333333,0.0,550.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.001083699,0.0141119429,4.0,4.0,0.0,4.0,2.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025651573,0.0,0.0,0.0,0.0,-0.0069602878,0.0,-0.013979127,1.0,1.0,1.0,1.0,1.0,1.0,-0.0013738185,-0.0006222823,-0.000532677,-0.0006753593,159.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0
20.0,0.0117767238,0.0028134987,97.1818181818,0.1491494383,0.5070988618,211.152,3.0,444.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0059680793,0.4509021354,4.0,4.0,0.0,0.0,2.0,5.0,10.0,4.0,0.0,3.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004330338,0.0,0.0,0.0,0.0,0.007179456,0.0,0.012321996,1.0,1.0,1.0,1.0,1.0,1.0,-0.0015731951,-0.0002504162,-2.82736e-05,-0.0002342234,122.0,0.0,32.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
21.0,-0.0095568681,-0.0049236091,67.2727272727,0.4381276567,0.8429040864,195.43,2.0,575.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,-0.0032007938,0.1228975686,4.0,4.0,0.0,3.0,1.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009334268,0.0,0.0,0.0,0.0,0.0019210265,0.0,0.0028478263,1.0,1.0,1.0,1.0,1.0,1.0,-0.0001226626,-0.0005490122,-0.0006574684,-0.0005298954,53.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
20.0,0.0006245374,-0.0067369788,805.1818181818,-0.1680073195,-0.0826410165,766.342,3.0,3925.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0024510013,0.0760501721,4.0,4.0,0.0,0.0,4.0,6.0,10.0,4.0,0.0,3.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.25433e-05,0.0,0.0,0.0,0.0,5.87856e-05,0.0,-0.0076924663,1.0,1.0,1.0,1.0,1.0,1.0,-0.0017120996,0.0001904978,-0.0004427404,0.0002437314,455.0,0.0,57.0,1.0,1,0,0,1,0,0,0,0,1,0,1,1,0
19.0,0.0137110479,0.0079613327,76.0,0.0988978669,-0.3815165161,221.8116666667,5.0,474.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0024847154,0.0747324365,4.0,4.0,0.0,0.0,4.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030540503,0.0,0.0,0.0,0.0,0.0006418534,0.0,0.0142069315,1.0,1.0,1.0,1.0,1.0,1.0,-0.0004476703,-0.0005428215,-0.0008154673,-0.0005272504,123.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
24.0,0.0072000558,0.0063329102,536.0,-0.3257167496,-0.2374547214,197.6866666667,0.0,841.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0034158767,0.1402083475,4.0,4.0,0.0,1.0,2.0,6.0,10.0,4.0,0.0,3.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006829235,0.0,0.0,0.0,0.0,-0.0082120879,0.0,-0.0152177011,1.0,1.0,1.0,1.0,1.0,1.0,-0.0004579171,0.0004907757,0.0007901476,0.000440016,159.0,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,1,0,0
0.0,-0.009049078,0.0035802478,11033.3333333333,0.7027219718,0.8113834188,1016.4683333333,0.0,24160.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0009201405,0.0101853789,4.0,4.0,0.0,2.0,2.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042159576,0.0,0.0,0.0,0.0,-0.0033867717,0.0,0.0081806068,1.0,1.0,1.0,1.0,1.0,1.0,0.0002716765,-0.0005529023,-0.0005398769,-0.0005395227,400.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,-0.0108709093,0.0041226922,419.3333333333,0.6149601613,0.443086033,231.4333333333,0.0,963.0,29.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0056024929,0.3771656502,4.0,4.0,0.0,0.0,2.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028614726,0.0,0.0,0.0,0.0,0.0039911838,0.0,0.0029256833,1.0,1.0,1.0,1.0,1.0,1.0,0.001739744,0.0006434323,0.0011448703,0.0006564676,517.0,0.0,32.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
23.0,-0.00518775,-0.0032746937,80.3636363636,0.1636113427,0.1431568197,194.964,0.0,492.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,-0.0021293009,0.0506568544,4.0,4.0,0.0,3.0,4.0,6.0,4.0,4.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0041378211,0.0,0.0,0.0,0.0,0.0063340123,0.0,0.0143243924,1.0,1.0,1.0,1.0,1.0,1.0,0.000598994,1.96289e-05,-0.0006326688,6.2242e-05,159.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0037346219,-0.0045782141,720.8333333333,0.6316574702,0.6319226655,379.7083333333,0.0,1342.0,56.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0017993202,0.0389032962,4.0,0.0,0.0,1.0,1.0,6.0,7.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011798325,0.0,0.0,0.0,0.0,-0.0039260111,0.0,-0.0141301954,1.0,1.0,1.0,1.0,1.0,1.0,-0.0001692196,0.0004643624,0.0008656137,0.0004481178,530.0,0.0,57.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0
0.0,0.0156332272,0.0067392471,536.0833333333,0.4511413767,0.5990858879,831.795,0.0,1499.0,72.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0027734711,0.0925371656,4.0,4.0,0.0,0.0,3.0,6.0,6.0,4.0,0.0,3.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024445624,0.0,0.0,0.0,0.0,-0.0019833209,0.0,-0.0025564272,1.0,1.0,1.0,1.0,1.0,1.0,-0.0026957481,-0.0007846107,-0.0010678937,-0.000817961,497.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,1,1,1,0
0.0,0.0,0.0,30.0,0.21256054894999998,0.2819805808,202.43,32.0,623.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0051627195,0.3202775944,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047013926,0.0,0.0122208518,1.0,1.0,1.0,1.0,1.0,1.0,0.0007725438,-0.0007394686,-0.0011075735,-0.0007498209,159.0,0.0,30.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0135242697,-0.0004312837,162.3333333333,0.2065050871,0.3679249428,264.6783333333,0.0,308.0,11.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0027264577,0.0898170852,4.0,0.0,0.0,3.0,1.0,6.0,11.0,4.0,0.0,3.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0020991956,0.0,0.0,0.0,0.0,-0.0104580294,0.0,-0.0285468782,1.0,1.0,1.0,1.0,1.0,1.0,-0.0010150669,0.0001586047,-0.0008686013,0.0002455909,40.0,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,1,0,0
0.0,-0.0156582125,-0.0052932784,107.0,0.4478753703,0.5989749791,401.8483333333,27.0,2461.0,25.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0022608829,0.0614929089,4.0,4.0,0.0,1.0,2.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010053199,0.0,0.0,0.0,0.0,0.0069034726,0.0,0.0109060499,1.0,1.0,1.0,1.0,1.0,1.0,-0.0020143658,-0.0001307761,-3.16736e-05,-0.0001575601,11.0,0.0,28.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0011648456,0.005667577,900.0,0.0561413907,0.2324973648,1522.06,0.0,11240.0,18.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0003086314,0.0011445894,4.0,4.0,0.0,1.0,2.0,6.0,6.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033307541,0.0,0.0,0.0,0.0,-0.0049524609,0.0,-0.0126386581,1.0,1.0,1.0,1.0,1.0,1.0,-0.0004803141,-0.0006585545,-0.0003945293,-0.0006994956,720.0,0.0,41.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.0,-0.0076842374,-0.0072289641,1121.0,0.0392394427,0.1581644858,1076.5533333333,93.0,2270.0,84.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0040258219,0.1947505161,4.0,4.0,0.0,0.0,4.0,6.0,8.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021382409,0.0,0.0,0.0,0.0,-0.0015135896,0.0,-0.0044068807,1.0,1.0,1.0,1.0,1.0,1.0,-0.002479113,-0.0003456709,-0.0002976874,-0.0003977738,1747.0,0.0,91.0,1.0,1,0,0,0,0,1,0,0,1,0,1,1,0
0.0,0.0115560363,0.0061997104,172.75,-0.2094760144,-0.2439501116,199.4716666667,0.0,342.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0014730729,0.0264166309,4.0,4.0,0.0,0.0,4.0,6.0,4.0,4.0,0.0,2.0,0.0,0.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0032201162,0.0,0.0,0.0,0.0,0.0051544161,0.0,0.0112711867,1.0,1.0,1.0,1.0,1.0,1.0,-0.002334119,3.4596e-05,0.0003116276,-3.638e-06,83.0,0.0,1.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.0132926188,-0.002828755,602.9166666667,0.4230938221,0.8360127142,710.1,78.0,901.0,65.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0014999123,0.0270645406,4.0,4.0,0.0,1.0,4.0,6.0,8.0,4.0,0.0,3.0,0.0,0.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032810275,0.0,0.0,0.0,0.0,0.0061242009,0.0,0.0108120139,1.0,1.0,1.0,1.0,1.0,1.0,-0.0021517665,0.0005130293,0.0002488981,0.0005559588,500.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,1,1,0
0.0,0.0120645977,0.0078503689,243.2,0.2665113833,0.6925485798,236.7566666667,0.0,322.0,118.0,0.0,1.0,0.0,0.0,4.0,0.0,-0.0033091755,0.1313738599,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039090476,0.0,0.0,0.0,0.0,0.0045443818,0.0,-0.0156878848,1.0,1.0,1.0,1.0,1.0,1.0,-0.00208941,5.59069e-05,-9.1285e-05,-2.17444e-05,5.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.0,-0.002553469,0.0060484099,370.8333333333,0.2704207168,0.5777605675,190.6566666667,77.0,574.0,35.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0024923107,0.0746403862,4.0,4.0,0.0,0.0,4.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016091161,0.0,0.0,0.0,0.0,0.0005296668,0.0,-0.0008807147,1.0,1.0,1.0,1.0,1.0,1.0,-0.000328266,-0.000313925,-0.0002427221,-0.0002863367,321.0,0.0,90.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0103019764,0.0077016172,1938.5833333333,-0.2472962594,-0.1874080488,3257.0616666667,119.0,4379.0,24.0,0.0,3.0,0.0,0.0,5.0,0.0,-0.0002663288,0.0008523261,4.0,4.0,0.0,0.0,5.0,6.0,5.0,4.0,0.0,3.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035814002,0.0,0.0,0.0,0.0,0.0023204947,22.0,-0.0081683847,1.0,1.0,1.0,1.0,1.0,1.0,-0.0022955709,-0.0006379563,-0.0006131092,-0.0006424018,229.0,0.0,27.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,-0.0158014382,-0.0083944307,628.0833333333,0.3657969847,0.3790496791,895.1466666667,0.0,1068.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,-0.0029066021,0.101517446,4.0,4.0,0.0,3.0,4.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031163984,0.0,0.0,0.0,0.0,-0.0032050684,0.0,0.0052098335,1.0,1.0,1.0,1.0,1.0,1.0,-0.0014786301,0.0002529569,-0.0036838409,0.0002128423,298.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.0,-0.0052993988,0.0051440952,167.0,0.2702033456,-0.0609507881,186.8433333333,0.0,294.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0017940684,0.0391838369,4.0,4.0,0.0,4.0,5.0,6.0,5.0,4.0,0.0,3.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027145662,0.0,0.0,0.0,0.0,0.0051845263,0.0,0.0051654457,1.0,1.0,1.0,1.0,1.0,1.0,0.001400342,0.0002844116,0.0008138988,0.0003038239,102.0,0.0,1.0,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0147989306,0.0039858213,185.5833333333,0.0929035295,-0.2060608133,1120.4966666667,0.0,368.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.007259299,0.6415320284,4.0,4.0,0.0,0.0,5.0,6.0,7.0,4.0,0.0,3.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003948493,0.0,0.0,0.0,0.0,0.0005784622,0.0,-0.0020070731,1.0,1.0,1.0,1.0,1.0,1.0,0.0009976218,-0.0006458239,-0.0006279578,-0.000717954,265.0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,1,1,0
